Order Date,Category,Region,Sales
2015-10-07,Furniture,East,129.92
2017-07-07,Office Supplies,South,45.584
2018-09-16,Office Supplies,Central,17.568
2018-09-16,Technology,Central,55.992
2017-12-03,Office Supplies,East,182.72
2017-12-03,Furniture,East,400.032
2017-12-03,Office Supplies,East,33.63
2017-12-03,Furniture,East,542.646
2017-12-03,Office Supplies,East,6.3
2018-01-21,Office Supplies,West,242.94
2018-01-21,Technology,West,179.97
2018-01-21,Office Supplies,West,99.696
2018-01-21,Office Supplies,West,27.936
2018-01-21,Furniture,West,84.98
2018-01-21,Office Supplies,West,18.72
2015-09-08,Technology,West,49.98
2015-01-04,Office Supplies,Central,11.784
2015-01-04,Office Supplies,Central,272.736
2015-01-04,Office Supplies,Central,3.54
2017-08-27,Office Supplies,Central,51.52
2017-08-27,Office Supplies,Central,3.528
2017-08-27,Office Supplies,Central,4.624
2017-08-27,Office Supplies,Central,55.168
2015-05-27,Furniture,West,567.12
2015-05-27,Office Supplies,West,359.32
2017-03-20,Technology,Central,11.992
2018-10-02,Office Supplies,Central,58.05
2018-10-02,Furniture,Central,157.74
2018-10-02,Office Supplies,Central,56.98
2018-10-02,Office Supplies,Central,2.88
2017-04-07,Technology,West,1199.976
2016-12-07,Furniture,West,79.92
2017-09-18,Furniture,South,383.438
2015-12-29,Office Supplies,Central,24.56
2015-12-29,Technology,Central,119.8
2018-07-23,Office Supplies,East,13.128
2018-09-18,Office Supplies,Central,22.72
2016-08-31,Office Supplies,West,58.32
2018-11-03,Office Supplies,South,12.39
2016-02-08,Technology,East,107.982
2015-01-13,Office Supplies,South,11.36
2015-01-13,Office Supplies,South,50.94
2015-01-13,Technology,South,646.74
2015-01-13,Office Supplies,South,5.64
2015-01-13,Office Supplies,South,572.58
2015-05-14,Furniture,South,310.88
2017-05-19,Furniture,South,641.96
2018-01-30,Office Supplies,Central,18.28
2018-01-30,Technology,Central,207.0
2018-01-30,Office Supplies,Central,32.35
2018-01-30,Office Supplies,Central,7.71
2018-01-30,Office Supplies,Central,40.3
2018-01-30,Furniture,Central,34.58
2015-06-29,Office Supplies,East,32.76
2016-08-21,Furniture,West,544.008
2016-08-21,Office Supplies,West,59.94
2016-08-21,Office Supplies,West,23.92
2016-08-21,Office Supplies,West,4.28
2016-10-03,Office Supplies,East,32.07
2016-10-03,Technology,East,24.0
2016-10-03,Furniture,East,35.49
2016-10-03,Technology,East,47.984
2016-05-23,Office Supplies,South,186.69
2018-03-17,Office Supplies,West,17.456
2016-12-12,Furniture,West,348.928
2016-06-26,Office Supplies,South,143.96
2016-06-26,Office Supplies,South,15.42
2016-06-26,Office Supplies,South,43.04
2016-06-26,Furniture,South,332.94
2017-05-20,Technology,South,1363.96
2015-09-20,Office Supplies,West,9.96
2015-09-20,Office Supplies,West,21.72
2018-09-21,Office Supplies,Central,20.16
2016-12-24,Office Supplies,East,132.79
2016-12-24,Office Supplies,East,12.96
2016-12-24,Office Supplies,East,21.56
2016-11-27,Furniture,West,283.92
2018-02-20,Furniture,West,22.23
2018-02-20,Technology,West,215.968
2017-08-18,Office Supplies,East,355.32
2017-03-12,Office Supplies,South,12.96
2018-04-22,Furniture,West,18.28
2015-11-01,Office Supplies,West,43.176
2015-11-01,Technology,West,1983.968
2016-02-03,Furniture,Central,28.4
2016-02-03,Technology,Central,149.97
2015-10-13,Office Supplies,West,11.52
2015-10-13,Furniture,West,1298.55
2015-10-13,Office Supplies,West,213.92
2015-10-13,Technology,West,25.78
2018-05-14,Furniture,West,18.28
2018-05-14,Technology,West,1399.93
2016-03-20,Office Supplies,Central,51.84
2017-09-15,Office Supplies,East,5.344
2015-06-28,Office Supplies,East,41.472
2015-06-28,Office Supplies,East,3.168
2015-06-28,Furniture,East,1228.465
2015-06-28,Office Supplies,East,31.086
2015-06-28,Office Supplies,East,335.52
2018-06-20,Technology,East,239.97
2018-06-20,Office Supplies,East,9.82
2015-05-09,Technology,West,67.8
2015-05-09,Technology,West,167.97
2018-08-21,Office Supplies,Central,35.0
2018-08-21,Office Supplies,Central,37.24
2018-08-21,Office Supplies,Central,15.28
2018-06-16,Furniture,South,301.96
2018-06-16,Office Supplies,South,180.66
2018-06-16,Technology,South,191.98
2018-06-16,Technology,South,65.99
2017-07-23,Office Supplies,South,35.216
2017-07-23,Office Supplies,South,23.696
2017-07-23,Technology,South,265.475
2015-09-08,Office Supplies,Central,51.184
2018-11-04,Office Supplies,South,9.664
2017-03-07,Technology,Central,21.072
2016-11-20,Office Supplies,East,60.45
2016-11-20,Office Supplies,East,11.52
2016-11-20,Furniture,East,186.048
2017-11-07,Office Supplies,West,37.44
2017-11-07,Office Supplies,West,26.976
2017-11-07,Office Supplies,West,11.36
2017-11-07,Office Supplies,West,14.62
2016-10-13,Technology,South,83.72
2016-10-13,Furniture,South,287.94
2018-01-01,Furniture,East,48.896
2015-02-07,Technology,East,115.36
2017-06-20,Office Supplies,West,5.16
2017-06-20,Office Supplies,West,38.88
2017-05-28,Office Supplies,South,185.88
2017-02-19,Furniture,East,44.46
2017-02-19,Office Supplies,East,242.94
2015-08-03,Office Supplies,East,39.96
2015-08-03,Office Supplies,East,102.3
2015-08-03,Office Supplies,East,21.36
2018-04-10,Office Supplies,East,7.61
2018-04-10,Office Supplies,East,7.16
2015-06-09,Office Supplies,West,7.36
2015-06-09,Office Supplies,West,23.1
2017-01-05,Technology,South,191.472
2017-01-05,Office Supplies,South,5.248
2017-01-05,Technology,South,59.184
2015-01-10,Office Supplies,South,2.89
2015-01-10,Furniture,South,51.94
2017-09-29,Office Supplies,East,15.936
2015-04-06,Office Supplies,East,44.91
2017-09-03,Office Supplies,East,1141.47
2017-09-03,Technology,East,280.782
2016-10-19,Office Supplies,East,34.44
2015-12-10,Office Supplies,East,11.36
2015-12-10,Office Supplies,East,106.344
2018-08-25,Office Supplies,South,192.16
2017-01-17,Furniture,East,322.59
2017-01-17,Technology,East,29.99
2017-01-17,Technology,East,371.97
2015-09-17,Office Supplies,East,5.892
2018-11-30,Office Supplies,East,68.472
2018-11-30,Furniture,East,1242.9
2016-10-09,Office Supplies,South,30.84
2018-12-23,Office Supplies,West,13.48
2017-10-22,Furniture,Central,31.4
2015-04-29,Furniture,East,17.46
2016-04-25,Office Supplies,West,13.944
2018-06-26,Office Supplies,West,83.76
2018-10-14,Office Supplies,East,37.66
2015-12-09,Office Supplies,West,34.68
2018-06-20,Technology,East,149.95
2018-06-20,Office Supplies,East,51.312
2018-06-26,Office Supplies,Central,4.54
2018-06-26,Office Supplies,Central,15.92
2018-06-26,Technology,Central,543.92
2017-11-10,Office Supplies,West,155.82
2017-11-10,Office Supplies,West,70.008
2017-10-03,Office Supplies,Central,15.648
2015-09-09,Office Supplies,Central,103.6
2018-10-29,Office Supplies,East,46.96
2017-04-10,Office Supplies,East,8.904
2018-11-11,Office Supplies,Central,10.44
2018-11-11,Office Supplies,Central,18.336
2018-09-15,Technology,Central,323.976
2017-04-08,Office Supplies,West,20.04
2017-04-08,Office Supplies,West,64.96
2017-04-08,Office Supplies,West,12.96
2018-12-30,Furniture,East,323.136
2018-12-30,Technology,East,90.93
2018-12-30,Office Supplies,East,52.776
2018-09-02,Technology,Central,1199.8
2018-09-02,Technology,Central,1928.78
2018-09-02,Office Supplies,Central,352.38
2016-05-31,Furniture,East,22.2
2018-11-27,Furniture,Central,46.94
2018-11-27,Technology,Central,143.73
2015-06-15,Furniture,Central,99.918
2015-06-15,Furniture,Central,797.944
2015-06-15,Office Supplies,Central,8.568
2017-03-05,Office Supplies,Central,149.352
2017-03-05,Office Supplies,Central,12.992
2015-12-05,Office Supplies,South,24.56
2016-04-11,Technology,East,85.14
2016-04-11,Technology,East,21.99
2016-04-11,Office Supplies,East,406.6
2017-09-15,Office Supplies,East,841.568
2015-09-13,Office Supplies,East,15.552
2015-09-13,Technology,East,252.0
2016-10-05,Office Supplies,South,46.2
2016-10-05,Office Supplies,South,28.84
2018-04-14,Office Supplies,East,14.592
2018-04-14,Office Supplies,East,89.856
2018-04-14,Office Supplies,East,13.872
2018-09-02,Office Supplies,East,12.192
2017-06-20,Office Supplies,East,45.056
2017-06-20,Office Supplies,East,29.718
2017-06-20,Office Supplies,East,15.552
2017-06-20,Office Supplies,East,447.696
2018-11-05,Technology,West,159.99
2016-12-13,Office Supplies,West,12.96
2016-12-13,Office Supplies,West,134.48
2017-06-19,Office Supplies,West,17.12
2017-12-13,Office Supplies,West,6.096
2017-12-13,Furniture,West,1114.272
2016-05-29,Office Supplies,West,32.4
2016-05-29,Office Supplies,West,540.57
2016-05-29,Office Supplies,West,167.76
2016-07-26,Furniture,West,393.165
2018-11-28,Furniture,East,516.488
2018-11-28,Furniture,East,1007.232
2018-11-28,Furniture,East,2065.32
2018-11-28,Office Supplies,East,15.552
2018-11-28,Office Supplies,East,25.344
2018-04-03,Furniture,East,25.472
2018-12-28,Office Supplies,Central,27.168
2018-12-28,Furniture,Central,78.8528
2018-11-30,Office Supplies,South,173.8
2018-05-15,Technology,West,29.592
2018-05-15,Office Supplies,West,4.752
2018-05-15,Office Supplies,West,15.552
2016-09-22,Furniture,West,204.6
2018-11-14,Furniture,West,321.568
2016-11-27,Office Supplies,South,6.24
2017-09-01,Office Supplies,West,21.88
2015-09-22,Office Supplies,South,4.608
2018-04-09,Office Supplies,East,9.82
2018-04-09,Office Supplies,East,35.97
2018-04-09,Office Supplies,East,12.96
2018-04-09,Office Supplies,East,191.6
2018-04-09,Office Supplies,East,8.64
2018-04-09,Office Supplies,East,501.81
2015-01-16,Furniture,East,127.104
2015-01-16,Technology,East,124.2
2015-01-16,Office Supplies,East,18.588
2015-01-16,Office Supplies,East,30.072
2018-10-05,Technology,East,160.93
2018-10-05,Office Supplies,East,75.792
2018-07-09,Office Supplies,West,1.08
2018-01-07,Technology,Central,3059.982
2017-05-30,Office Supplies,South,3.282
2016-12-09,Office Supplies,Central,34.02
2017-10-03,Furniture,East,599.292
2015-11-11,Office Supplies,West,3.392
2015-11-11,Technology,West,559.984
2015-11-11,Furniture,West,603.92
2018-09-29,Office Supplies,Central,7.968
2018-09-29,Office Supplies,Central,27.968
2018-09-29,Technology,Central,336.51
2016-03-10,Office Supplies,Central,1.112
2018-05-21,Furniture,East,520.05
2018-05-21,Office Supplies,East,17.97
2016-03-29,Furniture,South,1166.92
2017-09-09,Office Supplies,East,14.624
2017-08-26,Office Supplies,West,10.23
2017-08-26,Office Supplies,West,154.9
2015-05-21,Office Supplies,South,2715.93
2015-05-21,Technology,South,617.97
2016-10-28,Office Supplies,South,10.67
2016-10-28,Office Supplies,South,36.63
2016-10-28,Furniture,South,24.1
2016-10-28,Furniture,South,33.11
2017-11-13,Office Supplies,West,44.02
2016-07-31,Technology,East,2309.65
2016-07-31,Furniture,East,1090.782
2016-07-31,Office Supplies,East,19.44
2016-08-27,Office Supplies,West,484.65
2016-11-13,Office Supplies,South,115.296
2016-11-06,Office Supplies,West,7.08
2016-11-06,Office Supplies,West,4.401
2018-12-26,Office Supplies,Central,44.75
2018-08-01,Technology,Central,95.984
2015-11-24,Furniture,West,151.72
2018-06-17,Furniture,West,155.25
2018-06-17,Office Supplies,West,14.03
2016-12-21,Furniture,West,1618.37
2016-12-21,Technology,West,99.6
2016-09-17,Office Supplies,West,32.4
2016-07-06,Furniture,East,13.96
2016-07-06,Furniture,East,155.82
2016-07-06,Technology,East,124.95
2016-07-06,Office Supplies,East,601.65
2016-04-27,Office Supplies,East,22.74
2016-04-27,Furniture,East,1267.53
2016-04-27,Technology,East,1379.92
2016-06-16,Office Supplies,East,6.208
2018-12-17,Office Supplies,West,11.808
2017-01-11,Office Supplies,East,15.552
2017-01-11,Office Supplies,East,63.312
2017-01-11,Technology,East,15.588
2015-07-11,Office Supplies,East,177.2
2015-07-11,Technology,East,197.97
2015-07-11,Furniture,East,854.94
2015-07-11,Furniture,East,124.11
2015-07-11,Office Supplies,East,14.4
2017-11-20,Office Supplies,East,15.696
2017-11-20,Office Supplies,East,2.628
2017-11-20,Office Supplies,East,14.427
2017-04-22,Furniture,Central,86.62
2016-06-13,Office Supplies,West,36.624
2018-11-20,Office Supplies,South,23.968
2018-11-20,Office Supplies,South,28.728
2017-03-20,Furniture,Central,697.16
2017-09-06,Technology,East,31.86
2017-09-06,Furniture,East,722.352
2018-07-09,Office Supplies,Central,8.84
2018-07-09,Office Supplies,Central,58.464
2018-10-12,Furniture,Central,254.604
2017-03-08,Technology,South,1363.96
2017-03-08,Furniture,South,102.36
2015-05-27,Technology,West,1113.504
2015-05-27,Technology,West,99.99
2016-07-03,Furniture,East,168.464
2016-07-03,Office Supplies,East,6.72
2016-07-03,Furniture,East,282.888
2016-04-04,Office Supplies,East,11.16
2016-04-04,Furniture,East,108.4
2016-04-04,Office Supplies,East,82.344
2016-04-04,Office Supplies,East,9.088
2018-12-10,Office Supplies,West,19.936
2018-12-10,Office Supplies,West,65.568
2017-11-24,Office Supplies,East,4.416
2016-03-23,Furniture,Central,107.772
2016-04-16,Office Supplies,East,45.216
2016-04-16,Office Supplies,East,10.416
2016-04-16,Office Supplies,East,7.872
2016-04-16,Technology,East,118.782
2016-04-16,Office Supplies,East,1.448
2016-04-16,Office Supplies,East,55.47
2017-10-01,Furniture,West,194.848
2018-09-28,Office Supplies,Central,1.744
2016-07-25,Office Supplies,East,25.176
2016-11-20,Office Supplies,West,19.46
2017-04-28,Office Supplies,West,29.472
2018-11-14,Office Supplies,East,8.64
2017-11-12,Office Supplies,West,6.27
2017-11-12,Office Supplies,West,4.368
2017-11-12,Technology,West,31.984
2017-09-29,Office Supplies,Central,40.88
2018-09-23,Office Supplies,West,119.96
2018-09-23,Office Supplies,West,31.44
2018-09-23,Office Supplies,West,6.88
2016-11-29,Office Supplies,Central,19.92
2016-11-29,Furniture,Central,1106.91
2017-03-01,Furniture,East,836.592
2017-03-01,Office Supplies,East,26.38
2017-03-01,Office Supplies,East,362.92
2017-03-01,Technology,East,4899.93
2017-08-12,Office Supplies,Central,6.48
2017-08-15,Technology,West,71.976
2017-08-15,Office Supplies,West,3.15
2018-06-04,Furniture,South,31.984
2018-06-04,Technology,South,71.984
2016-12-06,Office Supplies,West,120.15
2016-12-06,Technology,West,219.184
2016-12-27,Office Supplies,East,28.9
2016-12-27,Office Supplies,East,355.96
2018-01-21,Office Supplies,South,348.208
2018-01-21,Office Supplies,South,35.784
2015-06-25,Furniture,West,447.84
2017-06-14,Office Supplies,West,7.04
2017-06-14,Furniture,West,8.73
2017-06-14,Technology,West,29.29
2017-06-14,Office Supplies,West,8.64
2018-04-21,Office Supplies,Central,2.694
2018-04-21,Office Supplies,Central,2.934
2017-10-21,Office Supplies,West,22.92
2017-11-19,Office Supplies,Central,100.704
2017-11-19,Furniture,Central,2.328
2017-11-19,Office Supplies,Central,10.78
2017-11-19,Office Supplies,Central,58.368
2017-11-19,Office Supplies,Central,40.968
2017-11-19,Technology,Central,71.96
2017-11-19,Office Supplies,Central,10.368
2017-11-19,Office Supplies,Central,1.192
2018-12-18,Office Supplies,West,46.672
2018-12-18,Furniture,West,119.833
2018-12-18,Technology,West,119.98
2017-07-22,Office Supplies,West,6.3
2016-09-04,Office Supplies,South,279.9
2016-09-04,Technology,South,619.95
2016-09-04,Office Supplies,South,4.36
2016-09-04,Office Supplies,South,15.28
2015-01-20,Technology,South,699.93
2015-01-20,Office Supplies,South,22.96
2015-01-20,Furniture,South,38.6
2015-01-20,Office Supplies,South,6.63
2015-01-20,Office Supplies,South,23.34
2015-01-20,Furniture,South,1067.94
2016-03-02,Office Supplies,Central,10.16
2016-03-02,Office Supplies,Central,101.88
2017-04-12,Furniture,South,343.92
2017-04-12,Office Supplies,South,40.99
2017-04-12,Office Supplies,South,63.9
2017-12-06,Office Supplies,West,19.44
2017-06-05,Office Supplies,East,124.608
2017-06-05,Office Supplies,East,7.56
2017-12-11,Office Supplies,South,85.224
2017-11-12,Office Supplies,Central,287.52
2017-11-12,Office Supplies,Central,37.68
2017-11-12,Office Supplies,Central,19.98
2017-11-12,Office Supplies,Central,20.58
2017-11-12,Office Supplies,Central,17.38
2015-09-29,Furniture,West,204.6
2015-09-29,Office Supplies,West,8.72
2015-09-29,Office Supplies,West,6.48
2015-09-29,Technology,West,686.32
2015-09-29,Office Supplies,West,62.18
2016-04-04,Office Supplies,Central,644.076
2016-04-04,Office Supplies,Central,5.84
2016-04-04,Office Supplies,Central,12.76
2016-04-04,Technology,Central,10.95
2016-04-04,Technology,Central,599.98
2016-05-08,Furniture,East,8.352
2017-12-31,Office Supplies,West,3.64
2017-12-31,Office Supplies,West,159.768
2015-12-20,Office Supplies,South,122.48
2015-12-20,Furniture,South,2244.48
2015-12-20,Office Supplies,South,62.31
2015-12-20,Furniture,South,455.1
2017-07-02,Furniture,West,195.184
2018-06-29,Office Supplies,Central,362.94
2018-06-29,Office Supplies,Central,11.54
2015-09-01,Office Supplies,West,53.94
2015-03-03,Technology,East,9.99
2015-03-03,Office Supplies,East,125.76
2015-03-03,Office Supplies,East,25.32
2015-05-04,Office Supplies,Central,46.8
2016-11-02,Technology,West,447.93
2018-12-08,Furniture,East,109.48
2018-12-08,Office Supplies,East,272.94
2018-12-08,Office Supplies,East,19.44
2018-12-08,Office Supplies,East,31.92
2015-03-10,Office Supplies,Central,22.38
2015-04-21,Office Supplies,West,16.52
2016-10-22,Office Supplies,Central,5.176
2016-08-22,Office Supplies,East,50.112
2017-08-29,Office Supplies,East,27.93
2015-12-27,Office Supplies,West,11.56
2017-12-01,Furniture,East,172.5
2017-12-01,Technology,East,179.97
2017-04-24,Technology,Central,258.696
2015-06-21,Technology,East,1322.93
2015-06-21,Office Supplies,East,3.76
2018-01-14,Office Supplies,South,21.744
2018-01-14,Technology,South,7.92
2015-11-24,Office Supplies,West,12.096
2015-11-24,Office Supplies,West,485.88
2015-11-24,Office Supplies,West,25.92
2015-11-24,Office Supplies,West,197.58
2018-02-26,Office Supplies,West,81.92
2018-02-26,Technology,West,889.536
2018-02-26,Furniture,West,892.224
2018-02-26,Office Supplies,West,223.92
2018-02-26,Office Supplies,West,23.12
2016-09-15,Office Supplies,South,15.552
2016-09-15,Furniture,South,15.712
2016-09-15,Office Supplies,South,24.672
2016-09-15,Furniture,South,55.968
2017-04-08,Technology,Central,431.928
2017-04-08,Furniture,Central,95.984
2017-04-08,Office Supplies,Central,1088.792
2017-07-18,Furniture,West,544.008
2017-07-18,Office Supplies,West,1.872
2017-07-18,Furniture,West,854.352
2017-07-18,Office Supplies,West,593.568
2017-07-18,Office Supplies,West,338.04
